pre-test,post-test,group-id,collaboration,argumentation,cooperative
77.38112420893991,91.27641833535503,21,0.23373788404835832,0.0,0.0
82.71514906360413,91.60947178628977,21,12.706088489455901,2.0,2.0
72.6590065863621,92.11142913974088,21,6.524600549028247,0.0,0.0
76.79132845268327,91.02781411228665,21,8.84488543486004,2.0,1.0
74.45354368797872,93.35432796447716,21,7.166871400397033,0.0,1.0
79.7507606038092,92.50586247828848,21,5.879874125826076,0.0,2.0
78.85036690489095,93.56472995423792,21,5.05232676217567,1.0,1.0
80.05845245623257,94.07294160709291,21,6.5307595607286455,1.0,1.0
85.04500383508827,92.64666507987313,21,5.655513113911246,1.0,2.0
78.5379175894676,90.74239714633937,21,3.06305155604102,1.0,1.0
83.89950705523606,89.69294717463976,21,4.979544401047185,0.0,1.0
80.96365592641881,96.1425437475115,21,6.249198456817433,1.0,1.0
76.60292871087705,93.61250921157495,21,8.823838562522123,1.0,1.0
78.05166127093045,89.88970391437535,21,3.8770094484430726,1.0,1.0
75.83886133959352,93.56219725024864,21,5.921533159996324,1.0,1.0
82.56123231795459,86.64599171262792,21,9.08416485170687,2.0,1.0
81.2403849831548,88.98465291486733,21,6.6068096567137395,1.0,1.0
81.09227784448458,89.31318893225246,21,1.1295735465275123,0.0,0.0
84.72701919084946,89.76663281134155,21,-1.9419234678397688,0.0,1.0
79.96748750004826,93.32578027368879,21,6.852817711573954,1.0,1.0
79.98887032932898,93.34222913783772,21,-0.6300330025506551,1.0,-2.0
79.95663390125793,91.50792249122652,21,6.867667331916965,1.0,1.0
75.89574412739987,89.69903450635995,21,5.932035436143882,0.0,1.0
82.2580285957397,93.2280773127538,21,6.635703628453117,1.0,1.0
83.64849553683314,94.1235641092192,21,6.800001878494236,1.0,1.0
72.18133423397616,90.74158279602827,21,4.245905078947153,0.0,1.0
83.00883834415045,95.0264503774846,21,6.511825733293495,1.0,1.0
76.58715788628676,90.94829102159585,21,4.919429237801314,1.0,1.0
96.22058483774653,95.82771108800947,21,9.85210592863994,1.0,1.0
79.3551465411576,89.52561751848341,21,3.2209398546181327,0.0,0.0
78.69513820162932,97.4272829537731,21,-3.7495658570942147,0.0,-2.0
86.77183268507102,92.63047029935285,21,5.537690655879299,1.0,1.0
84.328850371018,93.80807640344469,21,8.705727174984203,1.0,1.0
87.75898873023706,95.65173272562296,21,7.705826168228916,0.0,2.0
89.66676788657851,93.17980351947764,21,3.1437395905244427,0.0,1.0
81.2184843151633,97.20156047110251,21,3.5921584429284086,0.0,1.0
75.69924287294629,92.96052935862431,21,8.405297059326838,1.0,1.0
89.64919114813148,89.79144981496012,21,1.0856000983488858,0.0,0.0
83.69995783264716,91.33048067327202,21,2.131953069790933,0.0,1.0
87.8254326909792,92.96331074757077,21,3.659568810085518,0.0,1.0
79.29250577454275,92.35874255112601,21,-2.018656808998872,0.0,0.0
80.4678810004944,93.49175829266869,21,10.097304165804157,0.0,2.0
84.3266529137634,89.33726655079921,21,3.399152497160605,1.0,1.0
79.7114296660427,93.95096706294154,21,6.272308794615041,0.0,1.0
81.33768076784328,91.0357242115698,21,8.56558001421389,1.0,1.0
75.85583045090718,93.35976651322389,21,7.881977448361029,1.0,1.0
85.97312679585421,87.20456716698179,21,-1.086092731028231,0.0,-1.0
84.98840525483925,94.78203319193058,21,2.3050335578564503,0.0,1.0
86.19715757437069,97.99643235971031,21,8.373127617027269,0.0,2.0
81.27769608639248,94.9203388291219,21,0.8077944373567587,0.0,1.0
78.63279569204903,92.60461834855572,21,6.788850387808614,0.0,1.0
81.63544761001428,89.99876636675585,21,7.167042463489504,1.0,1.0
77.06074069583066,93.86344136395597,21,-3.3601013353267035,0.0,0.0
77.90508040830838,93.27767148768685,21,3.7130683934899067,1.0,1.0
83.93739729129604,92.15967113264882,21,6.038034749630096,1.0,1.0
62.07684886118147,90.61688833862988,21,3.8691951692008764,1.0,0.0
78.99883073901565,95.07776462056061,21,6.114687540471342,1.0,1.0
78.42633754759328,93.9484835961414,21,6.064309921767398,1.0,1.0
75.56776031147162,91.09849197976594,21,3.705155477774012,0.0,1.0
81.82759487699171,90.53729601195052,21,0.6482276340774298,0.0,0.0
75.42545181913823,90.47434524127742,21,1.7831975018869457,0.0,1.0
81.344650961264,97.42911804236996,21,9.114311267414752,1.0,1.0
81.28241831179739,94.68616558164682,21,1.7009734486154602,0.0,1.0
76.01558362159336,92.91187210754207,21,2.3896480391781525,0.0,0.0
78.98504226742642,94.38079506033934,21,-2.216283073015385,0.0,0.0
53.32323220691682,39.94421483889043,22,-0.7735907042285515,0.0,0.0
47.77335521535182,43.06923727301761,22,3.8474494065961053,0.0,0.0
50.41063826897481,40.554874807564865,22,1.0082574383993137,1.0,0.0
45.34433664797651,54.02083980794435,22,-1.7419945577619147,0.0,1.0
45.47347718764386,52.52044256100875,22,5.763739687577124,0.0,0.0
45.69860537219242,45.86672225154125,22,0.3173064880853782,0.0,0.0
56.596668021574,44.79436947706351,22,2.898667097330299,0.0,1.0
44.462581913976905,50.038833736497836,22,5.221466652312942,2.0,2.0
50.172082506098164,47.58062496083796,22,-2.0063612349506954,-2.0,1.0
47.330374767698736,36.08164620034745,22,8.840529847739003,2.0,1.0
46.88187201076606,43.565764475717216,22,-2.0852994971080854,0.0,0.0
49.363953002547625,49.25688854494702,22,5.497187777850484,0.0,1.0
58.64445827006908,38.41861927082663,22,3.7945395509764364,0.0,1.0
57.17887363282847,40.17645697181598,22,-0.21014317808230554,-1.0,0.0
51.181154544093076,45.619468127302476,22,-3.70544762623768,0.0,0.0
48.73060110444336,39.97832583030688,22,1.0628136173917027,0.0,0.0
53.150157316466185,49.354451430245156,22,4.343094385815675,0.0,0.0
49.394204188501185,40.88130366544797,22,2.91149839210759,0.0,0.0
53.182375867012816,44.816927679270414,22,-4.579157550488251,0.0,1.0
55.04660459877251,38.3882456078989,22,5.496618063597384,0.0,1.0
56.693962839393215,42.03297299362591,22,8.471928527629187,2.0,2.0
47.611636860812865,44.02876788072007,22,9.830010668935559,0.0,1.0
44.69241687832195,53.232588646510685,22,0.35135643905561587,0.0,1.0
47.5640197417241,47.921839667116465,22,6.6939180960043165,2.0,1.0
55.96362654522555,45.765438875064255,22,4.515921939006726,0.0,1.0
54.800820190288924,51.204542213336715,22,8.494228536215775,0.0,2.0
50.39022736379859,42.62255228921997,22,5.05149306303832,0.0,1.0
47.4453723179155,41.61014940947559,22,6.315617226363219,0.0,1.0
51.82972788786869,31.21475935926155,22,6.815490404625825,1.0,1.0
49.18218166392087,46.23351776075964,22,6.7754887281923715,2.0,1.0
55.69720690582929,36.309275467671924,22,-1.2563416535375722,0.0,0.0
61.07178056510656,47.8076691655194,22,0.3589613186076419,0.0,0.0
45.70756354315672,34.76777015314224,22,-1.288468835240527,0.0,1.0
49.89058534275549,45.119996017812774,22,11.811551893080912,2.0,1.0
54.49864247740658,47.77509818826272,22,7.5074764685031035,1.0,1.0
55.88469917710149,40.513554272595265,22,3.244611279982581,0.0,0.0
44.377111579548114,37.93691736604005,22,1.2324044244168855,1.0,1.0
39.31527924866165,38.770870796561546,22,4.5161907911874435,2.0,1.0
53.881622720507984,34.93176887940318,22,3.0580471553999686,1.0,0.0
52.03036875573311,48.204693235215196,22,7.682006520304505,2.0,1.0
50.58660731763676,42.29173483177732,22,6.136031867991298,2.0,0.0
55.204752674214724,46.97096688117953,22,4.273469372450952,2.0,0.0
46.81370402422736,37.63572318402193,22,8.217026035786938,2.0,1.0
50.965391223095686,45.23049846686028,22,6.198880446295288,2.0,1.0
51.43031385646636,51.534378874945894,22,9.419899038813222,2.0,2.0
42.69768694191654,43.56278004554455,22,4.143249126472143,2.0,1.0
59.71266996311418,41.443357385636396,22,0.9759783604034342,2.0,0.0
48.296291691885735,53.56411921954667,22,-0.607605611262934,0.0,0.0
50.04319939058139,49.96456690964112,22,0.025929396020095474,1.0,0.0
44.60174010274698,43.212694440827555,22,6.576235502476323,1.0,1.0
