pre-test,post-test,group-id,collaboration,argumentation,cooperative
79.1944438920991,92.30358396579109,21,-0.26182102166400567,0.0,0.0
68.14491169847898,92.15353179675931,21,11.148512567387824,2.0,2.0
81.57469380227435,84.84836711391375,21,8.66890319479567,0.0,0.0
77.25655166804772,87.56962200473077,21,7.639594868525857,2.0,1.0
82.22717517791743,86.23451174047221,21,9.017348110831684,0.0,1.0
79.0265616403801,93.66413785562102,21,7.189996302708646,0.0,2.0
78.80980053614083,86.92286169345668,21,4.332042129877629,1.0,1.0
83.12020869690964,95.53721912913926,21,4.193450838936107,1.0,1.0
84.7086546414356,89.09548133712735,21,4.727176306362345,1.0,2.0
77.10998271623868,92.30177791461355,21,2.376810889445755,1.0,1.0
80.14945523744117,90.25783143017222,21,3.6361634648637993,0.0,1.0
73.5180767436901,90.26545155723755,21,3.915271133985331,1.0,1.0
79.89511580454004,91.32597723726522,21,7.761338182504648,1.0,1.0
85.95793712637894,85.76112942478727,21,4.192469657751447,1.0,1.0
80.87488798749511,93.14053335604983,21,7.22739122675482,1.0,1.0
81.91996708573406,91.22888613411027,21,7.726151041427917,2.0,1.0
78.54449580539197,91.68053392005335,21,7.353157086923939,1.0,1.0
69.35350289669968,89.70553272304093,21,1.428353265882895,0.0,0.0
78.9003982550758,87.08273048887416,21,-0.9984565073045291,0.0,1.0
69.09109995451395,92.57707142896113,21,6.384640854955757,1.0,1.0
77.87244881581597,87.39544204093541,21,-2.1415607912307637,1.0,-2.0
80.86183118231251,85.09156396997928,21,7.243545074735966,1.0,1.0
82.34851483640644,91.30910823862972,21,5.811789124655282,0.0,1.0
87.4704885974322,92.08656242968571,21,3.837183971076014,1.0,1.0
80.64677041670387,86.43807571346815,21,8.74718692393583,1.0,1.0
80.45070425963316,84.10699917175984,21,4.745771730383706,0.0,1.0
80.04498485135721,92.06410813439145,21,8.542639714234884,1.0,1.0
80.68823793232572,92.33062993180017,21,5.719233307320652,1.0,1.0
85.9650243897615,92.6283527093472,21,7.003250206023327,1.0,1.0
81.39862485561001,89.14083844353819,21,3.1655270708996093,0.0,0.0
79.27711353734695,91.6355784118029,21,-4.1990748325868585,0.0,-2.0
80.51793048892617,93.510402959095,21,7.788464472682926,1.0,1.0
85.07333406512657,91.43785104501042,21,4.814432347749044,1.0,1.0
78.33214656995723,89.33503249401481,21,7.1293487613600925,0.0,2.0
77.36061957012377,94.36640074105165,21,3.8126224456861446,0.0,1.0
79.69677686170348,88.2748260917076,21,6.365704312225358,0.0,1.0
84.86855315909317,94.36312777101575,21,7.000791967155567,1.0,1.0
87.63601987223832,88.2077709115169,21,2.208956622223708,0.0,0.0
81.38399171296713,88.21117190451199,21,2.828879870015265,0.0,1.0
78.11882466450172,92.36058970029393,21,5.113995679172264,0.0,1.0
86.40432475700584,86.4956432112283,21,-3.1006831496828515,0.0,0.0
75.48328278975197,88.91691042312858,21,10.464497211700357,0.0,2.0
78.2929854559332,83.7959154896134,21,2.538590006435108,1.0,1.0
82.69140485057771,92.39528921584092,21,8.517755847912255,0.0,1.0
83.96223418901036,90.46192270813772,21,6.214697848052066,1.0,1.0
71.912719700238,90.3970131737644,21,7.685275030275103,1.0,1.0
86.43821469292708,85.23251823154139,21,-1.3114257005893526,0.0,-1.0
67.85643170339523,88.2697567255636,21,1.6910606950061533,0.0,1.0
80.33199772348904,92.88489765187867,21,8.351833010637398,0.0,2.0
70.22467655557438,92.77343501442466,21,1.7507249247359407,0.0,1.0
77.65167647038353,89.45189812750543,21,5.102650055233004,0.0,1.0
78.96460501820216,88.41614237027929,21,7.8504759851059385,1.0,1.0
74.64728225940443,89.5171744676947,21,-3.7548252682946384,0.0,0.0
74.06382646987554,89.70767865804298,21,3.281827176968238,1.0,1.0
76.99952634288437,88.86520434959371,21,8.447227114256911,1.0,1.0
74.60477842698818,90.51918403369584,21,2.7360077174096222,1.0,0.0
76.44073069910087,84.09231140863466,21,5.986856921768281,1.0,1.0
78.41923676976532,87.43263418565866,21,5.590938801076351,1.0,1.0
78.51430291106706,90.96117823833727,21,6.495324298052756,0.0,1.0
88.24189123536063,93.1256657342623,21,-0.7196779963904266,0.0,0.0
81.72331924414894,91.26371323460151,21,2.169036256874988,0.0,1.0
78.21938681997788,90.52160254771736,21,7.807480011815709,1.0,1.0
80.01371806060499,94.48179350044872,21,2.732847161503014,0.0,1.0
83.53215715484562,93.24754913952572,21,1.862922898570405,0.0,0.0
81.60201101134734,90.07354914876362,21,-3.561804867559898,0.0,0.0
49.98063066464731,54.3212674122643,22,-0.5206089372094621,0.0,0.0
50.86058527350563,47.40991513895972,22,4.119003118685931,0.0,0.0
54.75559610336776,58.4792463773912,22,-0.7350340811741158,1.0,0.0
40.87840627482723,46.17453949225446,22,0.787347497191401,0.0,1.0
52.89589073935274,60.34587359479843,22,4.813656784075664,0.0,0.0
53.020340993409654,57.55845786643335,22,1.1268452372114535,0.0,0.0
44.51257511781138,56.48554387376207,22,3.2402478221811974,0.0,1.0
51.382653348221986,57.68227820196969,22,5.868329113036286,2.0,2.0
53.49614850926204,52.38375637457522,22,-3.2113061700706367,-2.0,1.0
43.063676175668846,44.42869289876423,22,8.603740484963737,2.0,1.0
55.579679013147775,39.484713049886274,22,-2.9672289835433094,0.0,0.0
57.43708573407335,50.75072251205034,22,6.8895515496988455,0.0,1.0
44.357915039220096,48.93234094146897,22,4.400203216787999,0.0,1.0
50.40151165991645,49.371281382239566,22,-2.5350298891879275,-1.0,0.0
51.01487298298024,48.160349721859234,22,-0.8271197128059037,0.0,0.0
